,datetime,open,high,low,close,volume,signal
65,2018-01-12 01:30:00,13400.0,13655.92,12511.0,13238.78,4794.636219,0.0
66,2018-01-12 05:30:00,13238.76,13855.0,12500.0,13850.0,4171.703479,0.0
67,2018-01-12 09:30:00,13854.95,13966.63,13354.1,13722.04,2879.468236,0.0
68,2018-01-12 13:30:00,13722.04,14109.78,13301.99,13900.02,2432.973815,0.0
69,2018-01-12 17:30:00,13900.02,14059.48,13358.99,13411.79,2641.69364,0.0
70,2018-01-12 21:30:00,13411.79,13801.01,13222.0,13717.0,2835.853077,0.0
71,2018-01-13 01:30:00,13717.0,13900.0,13510.0,13740.01,1455.46989,0.0
72,2018-01-13 05:30:00,13749.95,14250.0,13706.15,14066.0,2933.250737,0.0
73,2018-01-13 09:30:00,14065.99,14320.0,13948.41,14255.09,2020.969985,0.0
74,2018-01-13 13:30:00,14250.0,14254.0,13974.94,14178.0,1680.679532,0.0
75,2018-01-13 17:30:00,14166.0,14580.0,14083.55,14241.26,2567.923612,0.0
76,2018-01-13 21:30:00,14257.84,14357.0,13923.18,14089.34,1948.456534,0.0
77,2018-01-14 01:30:00,14086.64,14348.19,14022.0,14210.0,1070.228128,0.0
78,2018-01-14 05:30:00,14210.0,14339.5,14088.55,14162.0,1083.623176,0.0
79,2018-01-14 09:30:00,14165.0,14200.0,13359.07,13590.0,2682.717948,0.0
80,2018-01-14 13:30:00,13590.0,13720.0,13120.0,13280.15,2964.083149,0.0
81,2018-01-14 17:30:00,13280.16,13426.45,12569.2,12869.89,6253.565164,0.0
82,2018-01-14 21:30:00,12869.82,13450.0,12690.01,13109.0,2321.420216,0.0
83,2018-01-15 01:30:00,13130.52,13600.8,13100.0,13474.99,1712.484676,0.0
84,2018-01-15 05:30:00,13477.98,13733.52,13215.56,13368.43,2125.162132,0.0
85,2018-01-15 09:30:00,13367.0,13736.4,13251.0,13355.0,1952.400232,0.0
86,2018-01-15 13:30:00,13346.34,13740.27,13147.79,13644.9,3087.358567,0.0
87,2018-01-15 17:30:00,13645.0,14249.99,13520.17,13990.01,3698.877325,0.0
88,2018-01-15 21:30:00,13990.01,14100.0,13655.21,13760.0,1868.799947,0.0
89,2018-01-16 01:30:00,13774.97,13841.75,13340.64,13539.93,1919.496502,0.0
90,2018-01-16 05:30:00,13500.0,13542.93,12501.0,12828.99,7118.016627,0.0
91,2018-01-16 09:30:00,12829.98,13169.0,12222.0,12347.32,3386.526008,0.0
92,2018-01-16 13:30:00,12340.0,12488.0,10620.88,12127.16,17380.261099,0.0
93,2018-01-16 17:30:00,12140.0,12200.0,11000.0,11964.02,8099.861147,0.0
94,2018-01-16 21:30:00,11963.9,11988.47,10575.35,11064.52,8288.472559,0.0
95,2018-01-17 01:30:00,11082.12,11439.0,9035.0,10900.0,19128.031735,0.0
96,2018-01-17 05:30:00,10899.99,11488.88,9777.0,10415.99,12871.834966,0.0
97,2018-01-17 09:30:00,10415.99,11111.0,9950.55,10765.01,8250.154649,0.0
98,2018-01-17 13:30:00,10777.93,10799.78,9587.99,9808.14,9702.344149,0.0
99,2018-01-17 17:30:00,9850.76,10333.01,9037.94,9227.47,14020.736526,0.0
100,2018-01-17 21:30:00,9227.46,10600.83,9150.01,10390.0,11753.768673,0.0
101,2018-01-18 01:30:00,10366.0,11680.99,10181.89,10988.79,15732.957683,0.0
102,2018-01-18 05:30:00,10972.59,11600.0,10650.0,10955.45,9452.007406,0.0
103,2018-01-18 09:30:00,10950.01,11325.06,10435.33,10472.97,8196.573674,0.0
104,2018-01-18 13:30:00,10461.71,11499.0,10440.01,11413.78,6725.663497,0.0
105,2018-01-18 17:30:00,11413.78,11878.82,11230.0,11700.0,8457.279404,0.0
106,2018-01-18 21:30:00,11696.99,11700.06,10888.0,11541.94,7545.898796,0.0
107,2018-01-19 01:30:00,11535.0,11742.95,10635.3,10961.97,8087.01216,0.0
108,2018-01-19 05:30:00,10960.0,11435.0,10360.0,10830.52,8231.732797,0.0
109,2018-01-19 09:30:00,10830.52,11333.0,10601.0,11069.72,5488.382275,0.0
110,2018-01-19 13:30:00,11060.0,11596.0,10950.0,11530.22,5898.414912,0.0
111,2018-01-19 17:30:00,11535.18,11795.0,11123.0,11400.0,6420.48879,0.0
112,2018-01-19 21:30:00,11383.16,11700.0,11003.0,11160.5,5110.596379,0.0
113,2018-01-20 01:30:00,11141.1,11487.39,11061.22,11474.98,2979.760268,0.0
114,2018-01-20 05:30:00,11474.98,11795.0,11412.45,11749.93,3661.42197,0.0
115,2018-01-20 09:30:00,11749.91,12869.0,11545.0,12660.98,9899.460966,0.0
116,2018-01-20 13:30:00,12660.98,12835.0,12300.0,12320.01,4266.527722,0.0
117,2018-01-20 17:30:00,12320.05,12700.0,12240.24,12539.05,3472.518676,0.0
118,2018-01-20 21:30:00,12539.08,13099.0,12535.0,12770.02,4922.859331,0.0
119,2018-01-21 01:30:00,12779.53,12929.97,12600.0,12799.94,2546.069162,0.0
120,2018-01-21 05:30:00,12799.8,12799.8,12201.0,12400.0,5130.624885,0.0
121,2018-01-21 09:30:00,12409.96,12410.0,11300.0,11701.14,9978.489419,0.0
122,2018-01-21 13:30:00,11721.43,12194.18,11515.0,12194.18,6688.411092,0.0
123,2018-01-21 17:30:00,12194.18,12291.35,11403.0,11412.0,5842.031897,0.0
124,2018-01-21 21:30:00,11420.99,11548.99,11024.0,11356.99,8398.565957,0.0
125,2018-01-22 01:30:00,11356.99,11542.39,10965.0,11530.0,5341.650176,0.0
126,2018-01-22 05:30:00,11530.0,11770.0,11149.0,11502.93,5103.973188,0.0
127,2018-01-22 09:30:00,11480.56,11765.0,11400.0,11743.97,4492.376024,0.0
128,2018-01-22 13:30:00,11745.0,11926.35,11231.0,11240.0,4390.403349,0.0
129,2018-01-22 17:30:00,11240.0,11380.0,10139.97,10330.0,14109.4601,0.0
130,2018-01-22 21:30:00,10330.06,10750.0,10231.0,10540.71,6780.8823,0.0
131,2018-01-23 01:30:00,10507.01,10849.0,9900.24,10760.05,8875.51183,0.0
132,2018-01-23 05:30:00,10760.05,10998.0,10502.0,10835.0,5031.535467,0.0
133,2018-01-23 09:30:00,10830.82,10941.54,10108.4,10250.0,6406.772069,0.0
134,2018-01-23 13:30:00,10250.85,10645.06,9905.0,10143.1,5818.293436,0.0
135,2018-01-23 17:30:00,10143.01,10770.54,9987.02,10750.0,6732.222401,0.0
136,2018-01-23 21:30:00,10750.0,11399.0,10740.0,10952.98,8641.766165,0.0
137,2018-01-24 01:30:00,10952.96,11199.0,10678.0,10799.18,4843.333014,0.0
138,2018-01-24 05:30:00,10799.14,10894.08,10503.0,10820.32,4205.301336,0.0
139,2018-01-24 09:30:00,10820.32,11100.1,10500.0,10956.0,4565.207538,0.0
140,2018-01-24 13:30:00,10955.99,11234.0,10729.0,11111.0,4105.795217,0.0
141,2018-01-24 17:30:00,11111.0,11570.48,11022.0,11070.09,7581.661758,0.0
142,2018-01-24 21:30:00,11070.09,11285.99,10862.08,11235.28,3826.549969,0.0
143,2018-01-25 01:30:00,11235.28,11390.0,11057.0,11349.99,2874.071944,0.0
144,2019-07-05 21:30:00,11235.28,11321.78,11030.0,11111.55,7923.878752,0.0
145,2018-01-25 05:30:00,11349.96,11794.05,11248.48,11688.5,4505.1983,0.0
146,2018-01-25 09:30:00,11691.28,11691.28,11430.0,11460.0,3712.389547,0.0
147,2018-01-25 13:30:00,11465.91,11483.98,11147.07,11215.0,3271.206106,0.0
148,2018-01-25 17:30:00,11215.0,11327.73,10959.0,10999.0,3855.514966,0.0
149,2018-01-25 21:30:00,10998.99,11303.9,10950.21,11237.57,3193.623586,0.0
150,2018-01-26 01:30:00,11230.0,11395.0,11111.0,11175.27,2302.021678,0.0
151,2018-01-26 05:30:00,11184.7,11643.0,11160.43,11507.34,3377.241964,0.0
152,2018-01-26 09:30:00,11507.36,11555.0,11010.0,11010.0,3269.703914,0.0
153,2018-01-26 13:30:00,11010.09,11034.95,10311.15,10513.97,11290.861848,0.0
154,2018-01-26 17:30:00,10510.0,11147.85,10410.0,11147.85,7721.121087,0.0
155,2018-01-26 21:30:00,11147.84,11399.0,10868.8,10933.0,5122.93022,0.0
156,2018-01-27 01:30:00,10932.99,11168.0,10800.93,11089.0,2275.012927,0.0
157,2018-01-27 05:30:00,11089.0,11251.0,10842.69,10985.0,2809.370415,0.0
158,2018-01-27 09:30:00,10985.0,11400.0,10963.0,11243.68,3227.164669,0.0
159,2018-01-27 13:30:00,11243.68,11349.0,10900.0,11020.0,3153.964215,0.0
160,2018-01-27 17:30:00,11018.0,11495.0,10968.18,11464.97,3418.74189,0.0
161,2018-01-27 21:30:00,11452.62,11625.0,11360.0,11505.17,3423.997781,0.0
162,2018-01-28 01:30:00,11505.1,11650.0,11400.0,11491.0,2827.529375,0.0
163,2018-01-28 05:30:00,11499.98,11620.0,11408.0,11592.93,2108.36326,0.0
164,2018-01-28 09:30:00,11592.93,12244.0,11581.85,11969.0,5107.716548,0.0
165,2018-01-28 13:30:00,11969.0,12067.99,11818.0,12012.62,2844.871366,0.0
166,2018-01-28 17:30:00,12001.94,12079.9,11652.0,11791.12,3154.966153,0.0
167,2018-01-28 21:30:00,11793.0,11925.0,11750.0,11870.0,1837.889383,0.0
168,2018-01-29 01:30:00,11870.0,11999.98,11804.8,11879.95,1833.532814,0.0
169,2018-01-29 05:30:00,11879.95,11975.02,11433.0,11598.98,3934.339324,0.0
170,2018-01-29 09:30:00,11598.98,11739.08,11273.0,11318.01,2856.960998,0.0
171,2018-01-29 13:30:00,11320.0,11528.0,11139.55,11279.99,2467.459034,0.0
172,2018-03-03 09:30:00,11320.0,11415.16,11301.1,11317.0,3312.115747,0.0
173,2018-01-29 17:30:00,11272.01,11445.0,11202.82,11383.91,1923.313562,0.0
174,2018-01-29 21:30:00,11383.91,11499.0,11270.01,11283.81,1578.50684,0.0
175,2018-01-30 01:30:00,11280.83,11410.0,11150.0,11251.0,1409.79778,0.0
176,2018-01-30 05:30:00,11250.11,11308.42,10850.0,10995.06,2809.958431,0.0
177,2018-01-30 09:30:00,10993.07,11138.43,10929.06,11118.99,1711.54317,0.0
178,2018-01-30 13:30:00,11119.0,11210.57,10900.0,11047.34,1938.46676,0.0
179,2018-01-30 17:30:00,11050.34,11096.0,10206.25,10323.02,6059.050974,0.0
180,2018-01-30 21:30:00,10323.25,10600.0,9900.0,10399.99,8297.447265,0.0
181,2018-01-31 01:30:00,10380.0,10565.84,10095.31,10237.51,4737.906346,0.0
182,2018-01-31 05:30:00,10230.0,10278.0,9700.0,10060.0,6311.051786,0.0
183,2018-01-31 09:30:00,10069.96,10347.52,9810.0,10280.0,3055.033733,0.0
184,2018-01-31 13:30:00,10280.0,10363.0,10060.0,10290.05,2726.342074,0.0
185,2018-01-31 17:30:00,10294.97,10425.85,9900.0,10017.47,2775.913219,0.0
186,2018-01-31 21:30:00,10017.51,10190.0,9860.0,10114.27,1885.808987,0.0
187,2018-02-01 01:30:00,10114.36,10298.0,10090.0,10285.1,1261.807006,0.0
188,2018-02-01 05:30:00,10285.1,10335.0,9959.04,10069.8,2404.804886,0.0
189,2018-02-01 09:30:00,10069.77,10275.47,10000.01,10063.75,1881.379695,0.0
190,2018-02-01 13:30:00,10063.75,10078.1,9500.0,9591.44,7404.796681,0.0
191,2018-02-01 17:30:00,9591.45,9665.58,9224.0,9339.87,6612.654639,0.0
192,2018-02-01 21:30:00,9326.23,9340.0,8900.0,8941.94,7404.965089,0.0
193,2018-02-02 01:30:00,8937.86,9560.01,8750.99,9224.52,7856.163321,0.0
194,2018-02-02 05:30:00,9224.52,9250.0,8734.0,8883.11,6149.74227,0.0
195,2018-02-02 09:30:00,8878.59,8925.0,8505.0,8673.11,6496.550044,0.0
196,2018-02-02 13:30:00,8673.11,8691.09,8250.92,8299.75,7575.510323,0.0
197,2018-02-02 17:30:00,8299.75,9120.0,8010.02,9070.0,17952.793374,0.0
198,2018-02-02 21:30:00,9070.0,9247.79,8501.0,8699.72,8118.463053,0.0
199,2018-02-03 01:30:00,8700.0,8967.45,8556.93,8873.03,3678.567911,0.0
200,2018-03-11 13:30:00,8700.0,9100.66,8532.38,9027.68,5112.719233,0.0
201,2020-03-04 21:30:00,8700.0,8746.0,8665.0,8739.58,6321.81886,0.0
202,2018-02-03 05:30:00,8873.03,8920.0,8233.0,8344.81,5058.529043,0.0
203,2018-02-03 09:30:00,8344.88,8788.0,8229.0,8708.82,4158.330198,0.0
204,2018-02-03 13:30:00,8708.82,9123.0,8579.0,9099.87,5096.724114,0.0
205,2018-02-03 17:30:00,9099.87,9459.6,8969.0,9173.0,7066.94034,0.0
206,2018-02-03 21:30:00,9173.01,9401.0,9055.0,9339.43,4005.86702,0.0
207,2018-02-04 01:30:00,9350.0,9473.01,9022.0,9199.96,3338.61002,0.0
208,2018-02-04 05:30:00,9199.96,9250.0,8901.01,9219.18,2810.29891,0.0
209,2018-02-04 09:30:00,9219.19,9368.0,9075.01,9200.0,2431.080396,0.0
210,2018-02-04 13:30:00,9200.0,9216.0,8687.45,8691.99,5322.600063,0.0
211,2018-05-08 17:30:00,9200.0,9200.01,9060.54,9199.6,6329.076532,0.0
212,2018-02-04 17:30:00,8691.99,8894.12,8357.93,8419.96,7359.318385,0.0
213,2018-02-04 21:30:00,8419.96,8585.0,8180.0,8264.2,5737.008025,0.0
214,2018-02-05 01:30:00,8264.19,8474.0,7930.0,8184.81,8354.00267,0.0
215,2018-02-05 05:30:00,8179.99,8342.05,7910.0,8137.23,6227.667474,0.0
216,2018-02-05 09:30:00,8148.83,8382.8,7915.01,7965.01,4611.51149,0.0
217,2018-02-05 13:30:00,7965.01,8049.99,7510.0,7578.0,8595.768963,0.0
218,2018-02-05 17:30:00,7572.32,7788.87,7167.0,7384.85,12353.960734,0.0
219,2018-02-05 21:30:00,7375.49,7536.41,6625.0,6698.33,13593.166209,0.0
220,2018-02-06 01:30:00,6680.76,7543.99,6625.0,6939.99,18021.107709,0.0
221,2018-02-06 05:30:00,6939.63,7150.0,6155.0,6327.05,14648.966602,0.0
222,2018-02-06 09:30:00,6317.8,6655.0,6000.01,6043.0,18582.335371,0.0
223,2018-02-06 13:30:00,6040.98,6960.0,6019.24,6559.0,17286.572574,0.0
224,2018-02-06 17:30:00,6559.0,7462.0,6435.99,7290.61,21152.740399,0.0
225,2018-02-06 21:30:00,7299.99,7623.83,6781.0,7544.93,14178.223996,0.0
226,2018-02-07 01:30:00,7543.18,7878.0,7425.67,7652.14,14352.661365,0.0
227,2018-02-07 05:30:00,7655.02,7770.0,7155.0,7200.0,10107.705384,0.0
228,2018-02-07 09:30:00,7200.0,7734.52,7150.01,7669.97,7528.66848,0.0
229,2018-02-07 13:30:00,7669.97,8274.0,7580.6,8151.53,12798.246042,0.0
230,2018-02-07 17:30:00,8138.05,8476.0,8036.0,8169.0,11365.768436,0.0
231,2018-02-07 21:30:00,8165.0,8399.0,7867.0,8130.81,8745.316193,0.0
232,2018-02-08 01:30:00,8130.81,8259.12,7531.11,7599.0,10232.755962,0.0
233,2018-02-08 05:30:00,7599.0,7844.0,7572.09,7784.02,1521.537318,0.0
234,2018-02-09 13:30:00,7789.9,8395.0,7789.9,8280.11,3483.805239,0.0
235,2018-02-09 17:30:00,8288.03,8540.0,8201.95,8333.91,6043.02653,0.0
236,2018-02-09 21:30:00,8333.98,8738.0,8312.0,8633.15,5944.072439,0.0
237,2018-02-10 01:30:00,8638.05,8720.04,8403.0,8683.92,5012.006617,0.0
238,2018-02-10 05:30:00,8683.93,8997.0,8601.0,8905.84,7993.502755,0.0
239,2018-02-10 09:30:00,8905.84,9065.78,8760.0,8915.15,5592.523995,0.0
240,2018-02-10 13:30:00,8915.15,8920.17,8470.0,8635.99,9309.608361,0.0
241,2018-02-10 17:30:00,8626.12,8800.0,8231.0,8263.51,9669.496264,0.0
242,2018-02-10 21:30:00,8271.0,8448.0,8120.0,8419.0,8887.712905,0.0
243,2018-02-11 01:30:00,8420.0,8572.0,8125.0,8533.98,7928.668373,0.0
244,2018-02-11 05:30:00,8533.99,8549.0,7956.0,7969.05,8046.326184,0.0
245,2018-02-11 09:30:00,7976.73,8169.13,7800.0,7850.72,7751.617967,0.0
246,2018-02-11 13:30:00,7851.2,8190.0,7726.53,8140.0,8613.791974,0.0
247,2018-02-11 17:30:00,8139.99,8449.9,8110.0,8449.86,8650.395645,0.0
248,2018-02-11 21:30:00,8445.06,8500.85,8151.2,8285.0,6996.107264,0.0
249,2018-02-12 01:30:00,8285.0,8342.21,8015.0,8063.88,4966.948918,0.0
250,2018-02-12 05:30:00,8063.82,8570.0,8053.0,8479.99,8080.333298,0.0
251,2018-02-12 09:30:00,8479.0,8550.0,8337.0,8473.76,4804.245419,0.0
252,2018-02-12 13:30:00,8470.01,8840.82,8457.03,8640.01,9193.850506,0.0
253,2018-02-12 17:30:00,8640.01,8774.9,8502.0,8670.0,6716.413677,0.0
254,2020-01-16 09:30:00,8640.01,8730.0,8615.0,8680.0,7142.495575,0.0
255,2018-02-12 21:30:00,8669.99,8799.42,8620.0,8792.76,5349.247434,0.0
256,2018-02-13 01:30:00,8793.0,8989.0,8700.0,8903.0,7843.760156,0.0
257,2018-02-13 05:30:00,8903.0,8950.0,8640.33,8760.59,6814.370804,0.0
258,2018-02-13 09:30:00,8763.2,8786.3,8554.87,8669.39,5427.889741,0.0
259,2018-02-13 13:30:00,8656.26,8669.42,8351.0,8531.47,8785.092716,0.0
260,2018-02-13 17:30:00,8525.08,8680.0,8450.0,8489.91,5800.85879,0.0
261,2018-02-13 21:30:00,8486.05,8647.03,8486.05,8616.04,3677.962165,0.0
262,2018-02-14 01:30:00,8616.11,8725.0,8461.0,8539.9,4948.79874,0.0
263,2018-02-14 05:30:00,8535.17,8724.0,8533.0,8709.0,4445.536377,0.0
264,2018-02-14 09:30:00,8709.0,8888.85,8705.01,8870.17,5376.398996,0.0
265,2018-02-14 13:30:00,8870.17,8930.65,8757.5,8927.0,5163.13491,0.0
266,2018-02-14 17:30:00,8929.96,9350.0,8924.87,9330.08,13307.603908,0.0
267,2018-02-14 21:30:00,9329.22,9400.0,9170.0,9239.36,7252.578778,0.0
268,2018-02-15 01:30:00,9232.04,9489.6,9190.0,9449.99,5266.699898,0.0
269,2018-02-15 05:30:00,9449.98,9710.0,9301.5,9636.58,8082.558079,0.0
270,2018-02-15 09:30:00,9643.0,9817.2,9620.0,9810.01,6689.084789,0.0
271,2018-02-15 13:30:00,9810.01,9925.17,9371.56,9566.56,12804.399253,0.0
272,2020-02-07 17:30:00,9810.01,9845.0,9730.54,9802.02,8600.000574,0.0
273,2018-02-15 17:30:00,9560.01,9856.61,9560.01,9811.01,6549.377968,0.0
274,2018-02-15 21:30:00,9811.01,10219.5,9742.01,10110.75,10823.630984,0.0
275,2018-02-16 01:30:00,10114.1,10167.5,9832.95,10000.09,7478.545642,0.0
276,2018-02-16 05:30:00,10000.89,10323.37,9980.0,10104.7,6414.819334,0.0
277,2018-02-16 09:30:00,10108.0,10141.5,9679.16,9688.5,8406.254833,0.0
278,2018-02-16 13:30:00,9688.5,9973.86,9666.0,9799.43,6739.054921,0.0
279,2018-02-16 17:30:00,9796.01,10132.0,9740.0,10039.98,6504.214311,0.0
280,2018-02-16 21:30:00,10035.05,10150.0,9865.0,10030.66,5669.167777,0.0
281,2018-02-17 01:30:00,10030.65,10213.3,9927.93,10159.98,4427.694798,0.0
282,2018-02-17 05:30:00,10156.07,10489.66,10050.0,10459.04,7305.962891,0.0
283,2018-02-17 09:30:00,10459.04,10760.0,10418.01,10727.91,7959.297717,0.0
284,2018-02-17 13:30:00,10727.87,10877.91,10580.0,10683.0,8235.004713,0.0
285,2018-02-17 17:30:00,10683.0,10869.0,10499.86,10731.48,7095.960571,0.0
286,2018-02-17 21:30:00,10731.48,10835.0,10674.0,10722.99,5013.956269,0.0
287,2018-02-18 01:30:00,10720.0,11075.07,10675.1,11039.55,6271.926246,0.0
288,2018-02-18 05:30:00,11039.55,11274.0,10751.5,10800.0,9106.720792,0.0
289,2018-02-18 09:30:00,10808.99,10940.0,10323.0,10589.76,14082.968291,0.0
290,2018-02-18 13:30:00,10593.62,10599.93,10080.0,10550.0,13349.983889,0.0
291,2018-02-18 17:30:00,10550.0,10850.0,10350.0,10633.73,9858.360006,0.0
292,2019-09-05 09:30:00,10550.0,10636.95,10511.0,10541.35,5120.677163,0.0
293,2018-02-18 21:30:00,10620.01,10874.99,10411.71,10831.26,8047.716738,0.0
294,2018-02-19 01:30:00,10835.62,10837.1,10331.0,10383.43,6691.631012,0.0
295,2018-02-19 05:30:00,10375.01,10639.0,10270.33,10499.0,6375.826465,0.0
296,2018-02-19 09:30:00,10498.86,10843.0,10334.0,10815.62,5879.536835,0.0
297,2018-02-19 13:30:00,10815.61,11031.31,10672.01,10918.84,8631.624528,0.0
298,2018-02-19 17:30:00,10918.84,11219.0,10855.0,11171.71,6801.519111,0.0
299,2018-02-19 21:30:00,11171.71,11250.0,10881.0,11126.06,7744.962027,0.0
300,2019-06-25 09:30:00,11171.71,11435.0,11157.91,11377.6,11373.078142,0.0
301,2018-02-20 01:30:00,11126.17,11212.0,11005.0,11153.0,5397.948165,0.0
302,2018-02-20 05:30:00,11147.11,11516.51,11141.0,11424.1,9097.96099,0.0
303,2018-02-20 09:30:00,11424.1,11650.0,11379.99,11535.0,6119.690326,0.0
304,2018-02-20 13:30:00,11530.92,11585.0,11156.0,11400.0,8485.455971,0.0
305,2018-02-20 17:30:00,11408.88,11595.0,11378.0,11516.99,5071.930077,0.0
306,2018-02-20 21:30:00,11517.0,11748.01,11494.29,11668.0,7241.339632,0.0
307,2018-02-21 01:30:00,11668.0,11786.01,11100.59,11200.99,12136.977292,0.0
308,2018-02-21 05:30:00,11195.07,11304.03,10811.7,10915.34,15536.14564,0.0
309,2018-02-21 09:30:00,10919.0,11140.0,10620.0,11125.0,10734.182206,0.0
